reward/env_0,reward/env_1,time/total_timesteps,eval/mean_reward,eval/success_rate,eval/mean_ep_length,train/value_loss,train/learning_rate,train/entropy_loss,train/std,train/loss,train/policy_gradient_loss,train/clip_range,train/clip_fraction,train/n_updates,train/approx_kl,train/explained_variance
153.3920448322994,,,,,,32694.67158203125,0.0003,-8.170317029953003,0.9454992413520813,15393.2373046875,-0.0018724054156336934,0.2,0.004931640625,1060,0.0041455934,0.00025540590286254883
,495.580919217055,,,,,,,,,,,,,,,
243.55225000662662,,,,,,,,,,,,,,,,
,224.0913604399097,,,,,,,,,,,,,,,
199.24125627108955,,,,,,,,,,,,,,,,
,,436000,-845.7005305999999,0.0,90.9,,,,,,,,,,,
,464.8948502016236,,,,,,,,,,,,,,,
257.8344294491145,,,,,,,,,,,,,,,,
,460.17545852453156,,,,,,,,,,,,,,,
,458.97343011233045,,,,,,,,,,,,,,,
84.2927418705822,,,,,,,,,,,,,,,,
,330.0715862436103,,,,,,,,,,,,,,,
475.10056413253295,,,,,,,,,,,,,,,,
,,438000,-656.1177544,0.0,85.6,,,,,,,,,,,
,399.1042719148702,,,,,45203.260546875,0.0003,-8.168398094177245,0.9452002644538879,21472.962890625,-8.796738693490624e-05,0.2,0.0,1070,0.0013416045,-6.079673767089844e-06
-156.20071895699527,,,,,,,,,,,,,,,,
,380.9680994885424,,,,,,,,,,,,,,,
494.979188755243,,,,,,,,,,,,,,,,
,419.57342937184814,,,,,,,,,,,,,,,
219.92395480517075,,,,,,,,,,,,,,,,
,,440000,-748.7181029999999,0.0,96.5,,,,,,,,,,,
,27.97431141481041,,,,,,,,,,,,,,,
345.01884088480404,,,,,,,,,,,,,,,,
,43.03781279549533,,,,,,,,,,,,,,,
518.6843142878973,,,,,,,,,,,,,,,,
,-23.75633638191544,,,,,,,,,,,,,,,
449.7456110252168,,,,,,,,,,,,,,,,
,,442000,-636.2258031,0.0,86.1,,,,,,,,,,,
,20.49211384151733,,,,,,,,,,,,,,,
154.61443938874115,,,,,,35007.37568359375,0.0003,-8.167093181610108,0.945111095905304,15947.302734375,-0.0016065660514868797,0.2,0.003955078125,1080,0.0038662432,0.00019621849060058594
,169.91697863694804,,,,,,,,,,,,,,,
-181.51822877792875,,,,,,,,,,,,,,,,
,262.86398688268025,,,,,,,,,,,,,,,
-137.52279071211188,,,,,,,,,,,,,,,,
,,444000,-805.3665827000001,0.0,93.3,,,,,,,,,,,
,209.02246543867622,,,,,,,,,,,,,,,
-13.909949165171914,,,,,,,,,,,,,,,,
,-64.6933397666306,,,,,,,,,,,,,,,
-126.09294846973023,,,,,,,,,,,,,,,,
,715.2294885550718,,,,,,,,,,,,,,,
439.37232985382417,,,,,,,,,,,,,,,,
,,446000,-1019.9624669000001,0.0,100.8,,,,,,,,,,,
,536.7297986578109,,,,,,,,,,,,,,,
241.0318173646655,,,,,,29199.148828125,0.0003,-8.16828989982605,0.9456875920295715,14834.4296875,-0.0022002507466822863,0.2,0.0242431640625,1090,0.0074814605,0.00018328428268432617
,202.3664180805032,,,,,,,,,,,,,,,
60.20470782029876,,,,,,,,,,,,,,,,
,731.8932896091386,,,,,,,,,,,,,,,
487.28071290813057,,,,,,,,,,,,,,,,
,,448000,-740.6783439,0.0,89.7,,,,,,,,,,,
,265.1154800516844,,,,,,,,,,,,,,,
180.15736173126194,,,,,,,,,,,,,,,,
,274.4317181882336,,,,,,,,,,,,,,,
374.9624016011603,,,,,,,,,,,,,,,,
,253.8535748916081,,,,,,,,,,,,,,,
471.54297829014706,,,,,,,,,,,,,,,,
,-12.056084087258352,,,,,,,,,,,,,,,
,,450000,-949.9336916,0.0,96.9,,,,,,,,,,,
269.2138419109259,,,,,,,,,,,,,,,,
,488.2305986503462,,,,,37427.4857421875,0.0003,-8.171818923950195,0.9461024403572083,19203.10546875,-0.0021429288899526,0.2,0.0020751953125,1100,0.003213856,0.00022238492965698242
-17.686354242453636,,,,,,,,,,,,,,,,
,68.85068415897061,,,,,,,,,,,,,,,
699.9186711655963,,,,,,,,,,,,,,,,
,-52.73166833697218,,,,,,,,,,,,,,,
,,452000,-573.2005753,0.0,85.0,,,,,,,,,,,
268.16299412613915,,,,,,,,,,,,,,,,
,-84.09324905280855,,,,,,,,,,,,,,,
270.23196510150484,,,,,,,,,,,,,,,,
,424.8425373928553,,,,,,,,,,,,,,,
18.440039462943055,,,,,,,,,,,,,,,,
714.1334370491119,,,,,,,,,,,,,,,,
,,454000,-927.8255202,0.0,92.9,,,,,,,,,,,
,35.74798970814011,,,,,,,,,,,,,,,
143.09130303520124,,,,,,,,,,,,,,,,
,203.5467320517352,,,,,,,,,,,,,,,
174.98814896439382,,,,,,33139.6857421875,0.0003,-8.173092222213745,0.9460336565971375,16092.611328125,-0.001820180134382099,0.2,0.0053955078125,1110,0.003925997,8.666515350341797e-05
,289.1023402037587,,,,,,,,,,,,,,,
-51.033774247825576,,,,,,,,,,,,,,,,
,,456000,-1053.0668393,0.0,99.1,,,,,,,,,,,
,-24.300821586447626,,,,,,,,,,,,,,,
-161.41977924529417,,,,,,,,,,,,,,,,
,-4.335908053028516,,,,,,,,,,,,,,,
702.3041262233012,,,,,,,,,,,,,,,,
,112.42198601405767,,,,,,,,,,,,,,,
492.0249216464405,,,,,,,,,,,,,,,,
,402.63897802585194,,,,,,,,,,,,,,,
,,458000,-603.9756173,0.0,87.0,,,,,,,,,,,
445.27613496566147,,,,,,,,,,,,,,,,
,695.1183205861453,,,,,,,,,,,,,,,
654.9878428297809,,,,,,49307.5318359375,0.0003,-8.172909498214722,0.9461964964866638,24064.443359375,-0.0015020991559140384,0.2,0.0017333984375,1120,0.0031360742,3.439188003540039e-05
,413.4936690737225,,,,,,,,,,,,,,,
382.3163411291422,,,,,,,,,,,,,,,,
,67.41300743723056,,,,,,,,,,,,,,,
,,460000,-749.3894246000001,0.0,95.8,,,,,,,,,,,
459.27792594644797,,,,,,,,,,,,,,,,
,160.01865169418926,,,,,,,,,,,,,,,
509.76903268987337,,,,,,,,,,,,,,,,
,918.8847589171328,,,,,,,,,,,,,,,
271.41835511054785,,,,,,,,,,,,,,,,
,761.8623492311197,,,,,,,,,,,,,,,
759.2402688351838,,,,,,,,,,,,,,,,
,,462000,-1030.7719226000002,0.0,97.0,,,,,,,,,,,
,296.3518392303005,,,,,,,,,,,,,,,
71.28529625370737,,,,,,,,,,,,,,,,
,-72.55952389486292,,,,,,,,,,,,,,,
229.12439033253492,,,,,,51885.5841796875,0.0003,-8.174288129806518,0.9463198781013489,24069.814453125,0.00012249373830854892,0.2,0.0,1130,0.0006727879,4.3272972106933594e-05
,242.00738946322653,,,,,,,,,,,,,,,
162.55417313945043,,,,,,,,,,,,,,,,
,68.9201545153509,,,,,,,,,,,,,,,
,,464000,-567.0409112,0.0,88.7,,,,,,,,,,,
,500.6849974750433,,,,,,,,,,,,,,,
188.96793210816,,,,,,,,,,,,,,,,
243.27206005689897,,,,,,,,,,,,,,,,
,490.22740021591306,,,,,,,,,,,,,,,
,239.94031065860344,,,,,,,,,,,,,,,
462.9077070357469,,,,,,,,,,,,,,,,
,,466000,-927.6757054,0.0,98.2,,,,,,,,,,,
,-20.585957113209655,,,,,,,,,,,,,,,
54.86713932277989,,,,,,,,,,,,,,,,
,697.5321617820595,,,,,,,,,,,,,,,
222.572844391469,,,,,,35229.4115234375,0.0003,-8.17421488761902,0.9461612105369568,18832.59375,-0.0005905575351789593,0.2,7.32421875e-05,1140,0.0015317255,0.00012052059173583984
,-145.44300523784895,,,,,,,,,,,,,,,
318.38945503174693,,,,,,,,,,,,,,,,
,,468000,-925.4179661000001,0.0,96.4,,,,,,,,,,,
423.894014755037,,,,,,,,,,,,,,,,
,527.8346883664927,,,,,,,,,,,,,,,
,177.250919981571,,,,,,,,,,,,,,,
241.2421717509023,,,,,,,,,,,,,,,,
,191.4065569146538,,,,,,,,,,,,,,,
261.78805493679334,,,,,,,,,,,,,,,,
,,470000,-1073.9966043,0.0,97.6,,,,,,,,,,,
900.4675268224421,,,,,,,,,,,,,,,,
,281.7497989474671,,,,,,,,,,,,,,,
206.62341316709757,,,,,,,,,,,,,,,,
,-148.03737217364497,,,,,,,,,,,,,,,
55.07926005777151,,,,,,36363.594921875,0.0003,-8.172543907165528,0.9458466172218323,18338.212890625,-0.0006396276177838445,0.2,0.0,1150,0.00101035,0.00016617774963378906
,249.99233794048624,,,,,,,,,,,,,,,
83.01244748465118,,,,,,,,,,,,,,,,
,,472000,-730.1123832999999,0.0,87.2,,,,,,,,,,,
,373.69554736689446,,,,,,,,,,,,,,,
135.46539466368125,,,,,,,,,,,,,,,,
,471.2971842941223,,,,,,,,,,,,,,,
263.08624910503005,,,,,,,,,,,,,,,,
,275.2766072933647,,,,,,,,,,,,,,,
,648.8519587057399,,,,,,,,,,,,,,,
-0.7559484062439793,,,,,,,,,,,,,,,,
,,474000,-742.8825104,0.0,96.1,,,,,,,,,,,
211.10049073161764,,,,,,,,,,,,,,,,
,180.68057016774554,,,,,,,,,,,,,,,
280.7739530693566,,,,,,,,,,,,,,,,
,-65.75539241424664,,,,,33963.9708984375,0.0003,-8.170182085037231,0.9454647898674011,16517.318359375,-0.00041430580895394085,0.2,0.0,1160,0.0010149868,5.900859832763672e-05
123.87765750433034,,,,,,,,,,,,,,,,
,188.37975991254217,,,,,,,,,,,,,,,
,,476000,-688.0026124,0.0,94.6,,,,,,,,,,,
57.28656055014674,,,,,,,,,,,,,,,,
,453.22737369229463,,,,,,,,,,,,,,,
198.02922353161628,,,,,,,,,,,,,,,,
,203.00583191194616,,,,,,,,,,,,,,,
234.38549162151816,,,,,,,,,,,,,,,,
,261.7866374045104,,,,,,,,,,,,,,,
,,478000,-790.1447279,0.0,89.1,,,,,,,,,,,
-55.97542480433035,,,,,,,,,,,,,,,,
,242.39081197469403,,,,,,,,,,,,,,,
,17.910751165341527,,,,,,,,,,,,,,,
526.3418574565326,,,,,,,,,,,,,,,,
,477.1807512979684,,,,,31997.18935546875,0.0003,-8.168600225448609,0.9454876780509949,17125.150390625,-0.0012184964842163026,0.2,0.0052734375,1170,0.004014831,4.869699478149414e-05
-50.63739958236247,,,,,,,,,,,,,,,,
,192.98384565833948,,,,,,,,,,,,,,,
349.5178673294688,,,,,,,,,,,,,,,,
,,480000,-885.4609703,0.0,97.7,,,,,,,,,,,
,9.665390698769732,,,,,,,,,,,,,,,
189.25853900364726,,,,,,,,,,,,,,,,
140.2323235622081,,,,,,,,,,,,,,,,
,-20.068380709725155,,,,,,,,,,,,,,,
,676.4049688554962,,,,,,,,,,,,,,,
,,482000,-935.4600842,0.0,97.3,,,,,,,,,,,
-29.783779694997946,,,,,,,,,,,,,,,,
,188.8055272326675,,,,,,,,,,,,,,,
196.0415121924571,,,,,,,,,,,,,,,,
,334.51916065462547,,,,,,,,,,,,,,,
711.4757024463901,,,,,,,,,,,,,,,,
,235.76685143648712,,,,,37824.91220703125,0.0003,-8.169159650802612,0.9455134272575378,17559.150390625,-0.0012782697041984648,0.2,0.0022705078125,1180,0.003318676,9.453296661376953e-05
523.5905661347891,,,,,,,,,,,,,,,,
,,484000,-779.356383,0.0,91.0,,,,,,,,,,,
,418.13744243617884,,,,,,,,,,,,,,,
222.9489365869641,,,,,,,,,,,,,,,,
,17.538838672885955,,,,,,,,,,,,,,,
478.07238470915127,,,,,,,,,,,,,,,,
,30.53330370181512,,,,,,,,,,,,,,,
282.84780139185006,,,,,,,,,,,,,,,,
,,486000,-1059.9712216,0.0,100.0,,,,,,,,,,,
,91.10081374239788,,,,,,,,,,,,,,,
149.03565498497107,,,,,,,,,,,,,,,,
,457.85574866081004,,,,,,,,,,,,,,,
18.88512555864712,,,,,,,,,,,,,,,,
,299.6339794090727,,,,,33903.2890625,0.0003,-8.16851601600647,0.9452193379402161,15387.6279296875,-0.0012242300319485367,0.2,0.0038330078125,1190,0.0038206447,0.0001557469367980957
184.9396382145057,,,,,,,,,,,,,,,,
,,488000,-1083.9520752,0.0,97.9,,,,,,,,,,,
,207.83915204418153,,,,,,,,,,,,,,,
250.1812289325838,,,,,,,,,,,,,,,,
,267.4631404824745,,,,,,,,,,,,,,,
-71.47589667216786,,,,,,,,,,,,,,,,
,-52.727639962603554,,,,,,,,,,,,,,,
328.6808661190492,,,,,,,,,,,,,,,,
,430.10307702609606,,,,,,,,,,,,,,,
,,490000,-808.6267191,0.0,95.3,,,,,,,,,,,
173.6451880922457,,,,,,,,,,,,,,,,
,748.7237916963626,,,,,,,,,,,,,,,
-13.27198074957227,,,,,,,,,,,,,,,,
,187.8648662760749,,,,,,,,,,,,,,,
287.8062713288082,,,,,,,,,,,,,,,,
,106.95807951912036,,,,,29804.01630859375,0.0003,-8.166202116012574,0.9448602795600891,13585.5625,-0.0016565060592256486,0.2,0.0114990234375,1200,0.0052394024,3.266334533691406e-05
,,492000,-853.4728083,0.0,92.6,,,,,,,,,,,
522.843307619198,,,,,,,,,,,,,,,,
,111.11914370373822,,,,,,,,,,,,,,,
278.7451673619862,,,,,,,,,,,,,,,,
,234.71274878649214,,,,,,,,,,,,,,,
181.3439189674004,,,,,,,,,,,,,,,,
,481.71129117882583,,,,,,,,,,,,,,,
179.30266117177374,,,,,,,,,,,,,,,,
,,494000,-996.0183996999998,0.0,88.4,,,,,,,,,,,
,713.0883929587123,,,,,,,,,,,,,,,
0.9758250659804674,,,,,,,,,,,,,,,,
,120.94217463447917,,,,,,,,,,,,,,,
194.84722700444,,,,,,,,,,,,,,,,
,242.2293925025636,,,,,,,,,,,,,,,
445.07609853347384,,,,,,37446.15625,0.0003,-8.163714456558228,0.9444429278373718,19609.91796875,-0.0009168044460238888,0.2,0.00048828125,1210,0.0020511716,0.00010728836059570312
,282.2310132851927,,,,,,,,,,,,,,,
,,496000,-592.6751087999999,0.0,83.8,,,,,,,,,,,
,126.06529674600695,,,,,,,,,,,,,,,
422.8186403302361,,,,,,,,,,,,,,,,
,-46.79308248661623,,,,,,,,,,,,,,,
42.21773545672708,,,,,,,,,,,,,,,,
127.34656961231656,,,,,,,,,,,,,,,,
,-42.430537032717034,,,,,,,,,,,,,,,
,,498000,-518.0482803,0.0,88.1,,,,,,,,,,,
738.2001647175443,,,,,,,,,,,,,,,,
,206.32232861220547,,,,,,,,,,,,,,,
66.93040985874815,,,,,,,,,,,,,,,,
,684.605549679728,,,,,,,,,,,,,,,
,254.63024612242242,,,,,,,,,,,,,,,
265.9990036730802,,,,,,,,,,,,,,,,
,,500000,-933.6071271999999,0.0,98.5,38628.77275390625,0.0003,-8.161635208129884,0.9442343711853027,19443.275390625,-0.0005651616200339049,0.2,2.44140625e-05,1220,0.0011963956,-4.2319297790527344e-05
,227.86905144086626,,,,,,,,,,,,,,,
759.7150454614541,,,,,,,,,,,,,,,,
,474.02935880461644,,,,,,,,,,,,,,,
451.43765822575307,,,,,,,,,,,,,,,,
,480.06153813671216,,,,,,,,,,,,,,,
235.89971219320378,,,,,,,,,,,,,,,,
,431.5936730987335,,,,,,,,,,,,,,,
,,502000,-701.4690389,0.0,85.1,,,,,,,,,,,
176.9175555218482,,,,,,,,,,,,,,,,
,241.74769408125536,,,,,,,,,,,,,,,
30.17286401617621,,,,,,,,,,,,,,,,
,686.093324301272,,,,,,,,,,,,,,,
477.1193176011285,,,,,,,,,,,,,,,,
,-4.8401469532841706,,,,,,,,,,,,,,,
235.93502222679064,,,,,,43652.51171875,0.0003,-8.16035885810852,0.9439802169799805,21777.125,-0.0012369079980999232,0.2,0.00126953125,1230,0.002734295,3.629922866821289e-05
,,504000,-939.9244327999999,0.0,97.0,,,,,,,,,,,
,39.49027818609822,,,,,,,,,,,,,,,
511.8521585689724,,,,,,,,,,,,,,,,
,162.63803031343755,,,,,,,,,,,,,,,
437.25894602198713,,,,,,,,,,,,,,,,
,372.7091716459045,,,,,,,,,,,,,,,
146.3919995400159,,,,,,,,,,,,,,,,
,,506000,-1249.5770931000002,0.0,99.0,,,,,,,,,,,
,-23.670342524933137,,,,,,,,,,,,,,,
385.9637765214399,,,,,,,,,,,,,,,,
,475.6339349207251,,,,,,,,,,,,,,,
232.86733623723458,,,,,,,,,,,,,,,,
,-36.88072174606567,,,,,,,,,,,,,,,
487.8805589102447,,,,,,,,,,,,,,,,
,,508000,-1245.7816801000001,0.0,97.8,44403.10859375,0.0003,-8.158862686157226,0.9438455700874329,23490.91015625,-0.00043631402077153324,0.2,0.0,1240,0.0006889003,-8.225440979003906e-06
,402.98086679192085,,,,,,,,,,,,,,,
221.50746133854244,,,,,,,,,,,,,,,,
,-15.664288438640702,,,,,,,,,,,,,,,
951.4518009977339,,,,,,,,,,,,,,,,
282.0839401241041,,,,,,,,,,,,,,,,
,-122.82160176668546,,,,,,,,,,,,,,,
,,510000,-609.8364308,0.0,84.6,,,,,,,,,,,
,410.20170910517464,,,,,,,,,,,,,,,
-44.67423928793924,,,,,,,,,,,,,,,,
,473.32155524290255,,,,,,,,,,,,,,,
26.096087389583374,,,,,,,,,,,,,,,,
,163.05369788388032,,,,,,,,,,,,,,,
154.05639897518898,,,,,,,,,,,,,,,,
452.0419402838628,,,,,,,,,,,,,,,,
,179.4269475634664,,,,,,,,,,,,,,,
,,512000,-829.0752368,0.0,92.5,,,,,,,,,,,
728.7414560127511,,,,,,42919.694921875,0.0003,-8.157826852798461,0.9434919357299805,22788.08203125,-0.0013204926915932446,0.2,0.0046875,1250,0.004166586,5.269050598144531e-05
,289.9717193917764,,,,,,,,,,,,,,,
227.38117257100635,,,,,,,,,,,,,,,,
,400.74589798738725,,,,,,,,,,,,,,,
-29.690613006121964,,,,,,,,,,,,,,,,
,468.2908228303178,,,,,,,,,,,,,,,
,,514000,-731.8187716,0.0,90.7,,,,,,,,,,,
266.97753895259063,,,,,,,,,,,,,,,,
,-21.22403127401214,,,,,,,,,,,,,,,
,232.90866306873968,,,,,,,,,,,,,,,
-120.11374260297941,,,,,,,,,,,,,,,,
,681.0365908672453,,,,,,,,,,,,,,,
118.1167147596087,,,,,,,,,,,,,,,,
,,516000,-724.381232,0.0,87.6,,,,,,,,,,,
,200.78235732894245,,,,,40786.64609375,0.0003,-8.15564980506897,0.9433619976043701,18604.22265625,-0.0004143662692513317,0.2,2.44140625e-05,1260,0.0011948148,0.0001170039176940918
132.6262060346265,,,,,,,,,,,,,,,,
,25.65417485766175,,,,,,,,,,,,,,,
-22.374830505751316,,,,,,,,,,,,,,,,
,507.35815015700484,,,,,,,,,,,,,,,
498.7233071745583,,,,,,,,,,,,,,,,
,,518000,-805.1196573999999,0.0,95.9,,,,,,,,,,,
,245.35845502761882,,,,,,,,,,,,,,,
235.77154986209388,,,,,,,,,,,,,,,,
,283.1281622590344,,,,,,,,,,,,,,,
229.7457132775575,,,,,,,,,,,,,,,,
,448.8436188818958,,,,,,,,,,,,,,,
691.4316240714725,,,,,,,,,,,,,,,,
,-1.420515451459525,,,,,,,,,,,,,,,
,,520000,-803.6763885999999,0.0,90.2,,,,,,,,,,,
921.4762174846255,,,,,,,,,,,,,,,,
,-27.97569432125662,,,,,38149.4203125,0.0003,-8.156067609786987,0.9435951113700867,19011.173828125,-0.0009708582627354189,0.2,0.0010009765625,1270,0.0027038553,0.00010794401168823242
255.93704426996428,,,,,,,,,,,,,,,,
,642.934913012402,,,,,,,,,,,,,,,
311.80956181222564,,,,,,,,,,,,,,,,
,477.5757270093121,,,,,,,,,,,,,,,
36.83442031080873,,,,,,,,,,,,,,,,
,,522000,-873.9043384999999,0.0,92.8,,,,,,,,,,,
,487.65540954005974,,,,,,,,,,,,,,,
416.15799730729805,,,,,,,,,,,,,,,,
,-32.009793327772464,,,,,,,,,,,,,,,
539.2037417065305,,,,,,,,,,,,,,,,
,610.740091178487,,,,,,,,,,,,,,,
159.3510533541954,,,,,,,,,,,,,,,,
,,524000,-1073.2191778000001,0.0,97.2,,,,,,,,,,,
,-8.777517936507262,,,,,41111.7126953125,0.0003,-8.158131551742553,0.9439730644226074,20960.001953125,-0.0009520119987428188,0.2,0.0001708984375,1280,0.0015958961,4.184246063232422e-05
241.7907843442384,,,,,,,,,,,,,,,,
,593.9161530961813,,,,,,,,,,,,,,,
423.0073341722062,,,,,,,,,,,,,,,,
,261.7487594639316,,,,,,,,,,,,,,,
42.30005217765442,,,,,,,,,,,,,,,,
,,526000,-808.2211586999999,0.0,98.3,,,,,,,,,,,
,233.8268403194175,,,,,,,,,,,,,,,
500.9849507516413,,,,,,,,,,,,,,,,
,257.57993753119973,,,,,,,,,,,,,,,
501.7954094605353,,,,,,,,,,,,,,,,
,312.857493511747,,,,,,,,,,,,,,,
261.83334888428254,,,,,,,,,,,,,,,,
,0.04220572580481132,,,,,,,,,,,,,,,
,,528000,-872.7798084,0.0,91.0,,,,,,,,,,,
439.6836292073711,,,,,,44653.820703125,0.0003,-8.160362482070923,0.944209635257721,20936.744140625,-0.00045335169997997584,0.2,0.0,1290,0.00069246336,-3.075599670410156e-05
,257.615399853105,,,,,,,,,,,,,,,
,408.39479731102745,,,,,,,,,,,,,,,
314.4824334046647,,,,,,,,,,,,,,,,
,149.71151697493264,,,,,,,,,,,,,,,
440.1392752578944,,,,,,,,,,,,,,,,
,,530000,-1145.9768316000002,0.0,97.2,,,,,,,,,,,
,539.3669217918116,,,,,,,,,,,,,,,
228.38071357870845,,,,,,,,,,,,,,,,
,359.34426311849967,,,,,,,,,,,,,,,
206.26605412417538,,,,,,,,,,,,,,,,
,127.81355943347312,,,,,,,,,,,,,,,
67.00952243826218,,,,,,,,,,,,,,,,
,,532000,-925.9753319999998,0.0,87.6,,,,,,,,,,,
,459.81866034982124,,,,,,,,,,,,,,,
19.739332429293643,,,,,,,,,,,,,,,,
,38.88150439267889,,,,,41151.8484375,0.0003,-8.16116828918457,0.9442023634910583,20754.392578125,-0.0020288977306336165,0.2,0.009912109375,1300,0.0056234896,0.0001417398452758789
247.39456149740664,,,,,,,,,,,,,,,,
10.79185905485069,,,,,,,,,,,,,,,,
,390.75936859815187,,,,,,,,,,,,,,,
,408.2679587838313,,,,,,,,,,,,,,,
280.22397679456697,,,,,,,,,,,,,,,,
,,534000,-424.76368569999994,0.0,82.0,,,,,,,,,,,
,-20.53431102529916,,,,,,,,,,,,,,,
729.0537868556798,,,,,,,,,,,,,,,,
,418.62217583859785,,,,,,,,,,,,,,,
472.79865034026636,,,,,,,,,,,,,,,,
443.2532695491718,,,,,,,,,,,,,,,,
,663.8623976714999,,,,,,,,,,,,,,,
,,536000,-738.6583831,0.0,96.0,,,,,,,,,,,
,482.8732615369066,,,,,,,,,,,,,,,
490.0807376406921,,,,,,,,,,,,,,,,
,112.60090252666073,,,,,50165.3970703125,0.0003,-8.160749435424805,0.9441196322441101,26907.9765625,0.00016091234283521771,0.2,0.0,1310,0.00039881156,6.324052810668945e-05
170.1212751389784,,,,,,,,,,,,,,,,
,309.01025993766945,,,,,,,,,,,,,,,
-204.54641530066488,,,,,,,,,,,,,,,,
,,538000,-409.30663459999994,0.0,74.6,,,,,,,,,,,
,-101.3495934925555,,,,,,,,,,,,,,,
59.75644967625465,,,,,,,,,,,,,,,,
,230.66936091806875,,,,,,,,,,,,,,,
-24.929672545549355,,,,,,,,,,,,,,,,
,639.4943334377947,,,,,,,,,,,,,,,
-15.697437623995143,,,,,,,,,,,,,,,,
,,540000,-528.5957617,0.0,86.5,,,,,,,,,,,
,398.6903499438643,,,,,,,,,,,,,,,
460.607696843557,,,,,,,,,,,,,,,,
,268.82031198863353,,,,,34623.358203125,0.0003,-8.16074571609497,0.9441421627998352,18177.787109375,-0.003292278852313757,0.2,0.065966796875,1320,0.009952238,2.3663043975830078e-05
513.259073059071,,,,,,,,,,,,,,,,
,-44.41657892638678,,,,,,,,,,,,,,,
637.1193467122666,,,,,,,,,,,,,,,,
,693.920509174875,,,,,,,,,,,,,,,
,,542000,-1128.9122599000002,0.0,95.3,,,,,,,,,,,
245.58617508995235,,,,,,,,,,,,,,,,
,465.6528355720561,,,,,,,,,,,,,,,
144.35346108328804,,,,,,,,,,,,,,,,
,491.1720471813436,,,,,,,,,,,,,,,
375.86392188101667,,,,,,,,,,,,,,,,
,554.4464125947474,,,,,,,,,,,,,,,
,,544000,-1032.3506032,0.0,95.9,,,,,,,,,,,
733.8727553993627,,,,,,,,,,,,,,,,
,207.56739114599833,,,,,,,,,,,,,,,
684.1753104680641,,,,,,,,,,,,,,,,
,695.183976103433,,,,,62620.3849609375,0.0003,-8.16081099510193,0.9439724087715149,29899.73046875,4.557404317893088e-05,0.2,0.0001953125,1330,0.0015455991,2.4557113647460938e-05
761.9691700913552,,,,,,,,,,,,,,,,
,94.01439137051077,,,,,,,,,,,,,,,
483.8655491824472,,,,,,,,,,,,,,,,
,,546000,-800.0029944999999,0.0,95.9,,,,,,,,,,,
,60.93259781712179,,,,,,,,,,,,,,,
-79.57525552441695,,,,,,,,,,,,,,,,
,494.993287790198,,,,,,,,,,,,,,,
259.88850816130974,,,,,,,,,,,,,,,,
,-73.34980889256163,,,,,,,,,,,,,,,
715.3835687937685,,,,,,,,,,,,,,,,
,435.4144460477208,,,,,,,,,,,,,,,
,,548000,-785.0012562999998,0.0,98.2,,,,,,,,,,,
277.52222165262117,,,,,,,,,,,,,,,,
,249.02893333841106,,,,,,,,,,,,,,,
220.26715445177175,,,,,,,,,,,,,,,,
,-41.79234817861858,,,,,42160.1576171875,0.0003,-8.160294914245606,0.9440832138061523,21702.41796875,-0.001212053035851568,0.2,0.000439453125,1340,0.0020503313,0.00011944770812988281
227.64065321002158,,,,,,,,,,,,,,,,
,725.543287829172,,,,,,,,,,,,,,,
711.4295403615885,,,,,,,,,,,,,,,,
,,550000,-747.5678545000001,0.0,90.0,,,,,,,,,,,
318.9187774402805,,,,,,,,,,,,,,,,
,112.12524475270888,,,,,,,,,,,,,,,
274.636335668388,,,,,,,,,,,,,,,,
,160.46553981487875,,,,,,,,,,,,,,,
-17.9177753546388,,,,,,,,,,,,,,,,
,-31.510584597787272,,,,,,,,,,,,,,,
,,552000,-896.3587076000001,0.0,93.9,,,,,,,,,,,
643.9952356712417,,,,,,,,,,,,,,,,
,652.3998676147445,,,,,,,,,,,,,,,
183.1788521137991,,,,,,,,,,,,,,,,
,716.5228508830256,,,,,45398.288671875,0.0003,-8.161075592041016,0.9441115260124207,21948.828125,-0.000427968887379393,0.2,0.0,1350,0.0011779082,-1.5616416931152344e-05
463.1534712608109,,,,,,,,,,,,,,,,
,521.411623256068,,,,,,,,,,,,,,,
,,554000,-795.8795951,0.0,92.4,,,,,,,,,,,
527.8299940668973,,,,,,,,,,,,,,,,
,497.051034840393,,,,,,,,,,,,,,,
710.0708770717894,,,,,,,,,,,,,,,,
,-24.818552608773167,,,,,,,,,,,,,,,
223.2029516574699,,,,,,,,,,,,,,,,
,400.74946278488267,,,,,,,,,,,,,,,
888.2781263502424,,,,,,,,,,,,,,,,
,63.41744237616956,,,,,,,,,,,,,,,
,,556000,-542.1813994,0.0,82.1,,,,,,,,,,,
217.05600743432848,,,,,,,,,,,,,,,,
,423.51803046645864,,,,,,,,,,,,,,,
266.2613351408897,,,,,,,,,,,,,,,,
,128.68006679766376,,,,,59999.15390625,0.0003,-8.160292196273804,0.9438772201538086,31602.390625,-0.0005139898974448442,0.2,0.0,1360,0.0005037916,-3.3020973205566406e-05
-20.53603935585436,,,,,,,,,,,,,,,,
,459.7975591522366,,,,,,,,,,,,,,,
,,558000,-702.2446322,0.0,89.0,,,,,,,,,,,
164.6084407559386,,,,,,,,,,,,,,,,
,-65.09523627295857,,,,,,,,,,,,,,,
694.1539953864225,,,,,,,,,,,,,,,,
,473.7290860320589,,,,,,,,,,,,,,,
671.2127751684336,,,,,,,,,,,,,,,,
,493.48295187043067,,,,,,,,,,,,,,,
